Method name: Method 1,,,,,,,,,,,,,,,,,,,,,,,apo,,,,phos,,,,S385E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application: SparkControl,,,,V2.3,,,,,,,,,,,,,,,,,,,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device: Spark,,,,Serial number: 1811000353,,,,,,,,,,,,,,,,,,,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware:,,,,LUM:V5.2.3|ABS:V4.3.2|ABS_MEX:V5.0.7|CELL:V4.1.4|MTP:V13.1.5|FLUOR:V5.1.3|FLUOR_FP:V5.0.2|FLUOR_BOTTOM:V5.0.2|FLUOR_MEM:V5.0.7|FLUOR_MEX:V5.0.7|GCM:V3.0.2|INJ:V3.1.1,,,,,,,,,,,,,,,,,,,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26.2,0.1693,431477,0.1607,438296,,,0.1301,445128,,,,,,,,,0.1522,431773,0.1635,438000,0.1479,438603,0.1214,444832,,,,,,,,,0.2376,432069,0.2322,437704,0.2281,438900,0.1226,444536,,,,,,,,,0.2133,432365,0.2095,437408,0.2021,439196,0.1249,444240,,,,,,,,,0.1511,432661,0.1497,437112,0.1482,439492,0.128,443944,,,,,,,,,0.1759,432957,0.175,436816,0.164,439788,0.1149,443648,,,,,,,,,0.2133,433253,0.2293,436520,0.213,440084,0.1245,443352,,,,,,,,,0.1719,433549,0.1769,436224,0.1802,440380,0.1114,443056,,,,,,,,,0.13,433845,0.1225,435928,0.1151,440676,0.125,442760,,,,,,,,,0.1472,434141,0.1438,435632,0.1346,440972,0.1135,442464,,,,,,,,,0.1494,434437,0.1466,435336,0.1476,441269,0.1138,442168,,,,,,,,,0.1947,434733,0.1797,435039,0.1755,441565,0.1097,441871,,,,,,,,
22,26.3,0.1695,453030,0.1611,459862,,,0.1288,466711,,,,,,,,,0.1526,453327,0.1642,459565,0.1484,460170,0.1214,466415,,,,,,,,,0.2387,453623,0.2317,459268,0.23,460468,0.1226,466119,,,,,,,,,0.2153,453919,0.2089,458971,0.204,460765,0.1249,465822,,,,,,,,,0.1515,454215,0.1502,458674,0.1486,461062,0.1279,465525,,,,,,,,,0.1764,454511,0.1757,458377,0.1643,461359,0.1147,465228,,,,,,,,,0.2146,454807,0.2301,458080,0.2136,461656,0.1244,464931,,,,,,,,,0.1722,455103,0.1769,457783,0.1795,461953,0.1113,464635,,,,,,,,,0.1302,455399,0.1226,457486,0.1154,462250,0.1248,464339,,,,,,,,,0.1474,455696,0.1438,457189,0.1347,462547,0.1135,464042,,,,,,,,,0.15,455992,0.1469,456892,0.1485,462844,0.1138,463746,,,,,,,,,0.1949,456288,0.1804,456594,0.1762,463141,0.1095,463448,,,,,,,,
23,26.3,0.1699,474618,0.1616,481447,,,0.1288,488285,,,,,,,,,0.1532,474915,0.1645,481150,0.1489,481756,0.1213,487989,,,,,,,,,0.2399,475212,0.2335,480854,0.2299,482053,0.1226,487693,,,,,,,,,0.2143,475508,0.2115,480558,0.2034,482349,0.1248,487397,,,,,,,,,0.1518,475805,0.1505,480261,0.1488,482646,0.1277,487100,,,,,,,,,0.1766,476101,0.1756,479965,0.1646,482942,0.1148,486803,,,,,,,,,0.2147,476397,0.2306,479669,0.2147,483239,0.1273,486507,,,,,,,,,0.1725,476693,0.1773,479372,0.1791,483535,0.1111,486211,,,,,,,,,0.1303,476990,0.1227,479076,0.1155,483831,0.125,485915,,,,,,,,,0.1475,477287,0.1451,478780,0.1351,484127,0.1134,485619,,,,,,,,,0.1505,477583,0.1475,478484,0.1488,484423,0.1137,485323,,,,,,,,,0.1955,477880,0.1812,478186,0.1765,484720,0.1096,485026,,,,,,,,
24,26.4,0.1704,496192,0.162,503015,,,0.1289,509847,,,,,,,,,0.1538,496489,0.1648,502719,0.1492,503323,0.1213,509551,,,,,,,,,0.2387,496785,0.2354,502423,0.2307,503619,0.1226,509255,,,,,,,,,0.2145,497081,0.2103,502127,0.2031,503915,0.1249,508959,,,,,,,,,0.1521,497378,0.151,501830,0.1491,504211,0.1277,508663,,,,,,,,,0.1771,497674,0.1764,501534,0.1651,504507,0.1148,508366,,,,,,,,,0.2145,497970,0.2305,501238,0.2144,504803,0.1252,508070,,,,,,,,,0.1723,498266,0.1779,500942,0.1794,505099,0.1111,507774,,,,,,,,,0.1304,498563,0.123,500646,0.1156,505395,0.1249,507478,,,,,,,,,0.1479,498859,0.1444,500350,0.1353,505691,0.1135,507182,,,,,,,,,0.1512,499155,0.148,500054,0.1492,505987,0.1138,506886,,,,,,,,,0.1959,499452,0.1821,499758,0.1774,506283,0.1099,506589,,,,,,,,
25,26.4,0.1711,517760,0.1625,524583,,,0.1292,531415,,,,,,,,,0.154,518056,0.1654,524287,0.1496,524892,0.1214,531119,,,,,,,,,0.2393,518353,0.2333,523991,0.2309,525188,0.123,530823,,,,,,,,,0.2139,518649,0.2106,523695,0.2045,525484,0.125,530527,,,,,,,,,0.1525,518948,0.1513,523399,0.1493,525780,0.1276,530231,,,,,,,,,0.1773,519244,0.1767,523103,0.1654,526076,0.1148,529935,,,,,,,,,0.2164,519540,0.2315,522807,0.2147,526372,0.1246,529639,,,,,,,,,0.1729,519836,0.1776,522511,0.1802,526668,0.1112,529343,,,,,,,,,0.1306,520132,0.1231,522215,0.1159,526962,0.1247,529047,,,,,,,,,0.1479,520428,0.1446,521919,0.1356,527258,0.1135,528752,,,,,,,,,0.1518,520724,0.1484,521623,0.1498,527554,0.1137,528456,,,,,,,,,0.197,521020,0.1818,521327,0.1781,527851,0.1097,528159,,,,,,,,
26,26.4,0.1713,539322,0.1628,546129,,,0.1289,552940,,,,,,,,,0.1545,539619,0.1656,545834,0.1498,546436,0.1212,552645,,,,,,,,,0.2401,539914,0.2345,545539,0.2322,546733,0.1225,552350,,,,,,,,,0.214,540210,0.2114,545244,0.2046,547029,0.1249,552055,,,,,,,,,0.1529,540506,0.1516,544949,0.1495,547324,0.1274,551760,,,,,,,,,0.1778,540802,0.1766,544654,0.1657,547619,0.1149,551465,,,,,,,,,0.2162,541098,0.2307,544359,0.2155,547914,0.1244,551170,,,,,,,,,0.1737,541394,0.1774,544064,0.1802,548209,0.1109,550875,,,,,,,,,0.1309,541690,0.1232,543769,0.116,548504,0.1251,550580,,,,,,,,,0.1481,541985,0.1449,543474,0.1356,548799,0.1135,550285,,,,,,,,,0.1521,542280,0.1491,543179,0.1504,549094,0.1138,549990,,,,,,,,,0.1972,542575,0.1829,542881,0.1785,549389,0.1206,549695,,,,,,,,
27,26.5,0.1719,560833,0.1631,567632,,,0.1288,574445,,,,,,,,,0.1549,561128,0.166,567337,0.1502,567939,0.1214,574150,,,,,,,,,0.2394,561423,0.2339,567042,0.2318,568236,0.1224,573854,,,,,,,,,0.2168,561718,0.2108,566747,0.2037,568531,0.1249,573559,,,,,,,,,0.153,562013,0.1516,566452,0.1498,568826,0.1273,573264,,,,,,,,,0.1783,562308,0.1775,566157,0.1661,569121,0.1148,572969,,,,,,,,,0.2168,562603,0.2315,565861,0.2163,569416,0.1242,572674,,,,,,,,,0.1729,562898,0.1779,565566,0.1809,569711,0.1107,572379,,,,,,,,,0.1308,563193,0.1234,565271,0.116,570006,0.1245,572084,,,,,,,,,0.1483,563488,0.1453,564976,0.136,570301,0.1133,571789,,,,,,,,,0.1529,563783,0.1499,564681,0.151,570596,0.1138,571494,,,,,,,,,0.198,564079,0.1829,564384,0.1787,570891,0.1096,571198,,,,,,,,
28,26.4,0.1721,582341,0.1637,589152,,,0.1292,595977,,,,,,,,,0.1553,582635,0.1666,588857,0.1506,589458,0.1215,595681,,,,,,,,,0.2419,582931,0.2343,588562,0.2325,589753,0.1225,595385,,,,,,,,,0.2152,583226,0.2114,588267,0.2048,590048,0.125,595089,,,,,,,,,0.1535,583522,0.1522,587972,0.1501,590344,0.1273,594793,,,,,,,,,0.1782,583818,0.1774,587677,0.1663,590639,0.1149,594496,,,,,,,,,0.2162,584114,0.2315,587381,0.2176,590934,0.1244,594200,,,,,,,,,0.174,584410,0.1774,587085,0.1799,591229,0.1108,593904,,,,,,,,,0.131,584706,0.1236,586789,0.1161,591525,0.1244,593608,,,,,,,,,0.1487,585002,0.1461,586493,0.1364,591821,0.1137,593313,,,,,,,,,0.1538,585298,0.1499,586197,0.1512,592117,0.1139,593017,,,,,,,,,0.1987,585595,0.1849,585902,0.1798,592413,0.1098,592719,,,,,,,,
29,26.2,0.1728,603890,0.1639,610712,,,0.1295,617544,,,,,,,,,0.1557,604186,0.1669,610416,0.1512,611019,0.1219,617248,,,,,,,,,0.2431,604483,0.2344,610120,0.2334,611314,0.1229,616952,,,,,,,,,0.2151,604779,0.2098,609824,0.2047,611610,0.1249,616656,,,,,,,,,0.1537,605075,0.1525,609528,0.1503,611906,0.1271,616360,,,,,,,,,0.1785,605371,0.1777,609232,0.1665,612202,0.1148,616064,,,,,,,,,0.2168,605667,0.232,608936,0.2159,612498,0.1246,615768,,,,,,,,,0.1739,605963,0.1786,608640,0.1803,612794,0.1106,615472,,,,,,,,,0.131,606259,0.1237,608344,0.1164,613090,0.1243,615176,,,,,,,,,0.1488,606555,0.1455,608048,0.1363,613386,0.1135,614880,,,,,,,,,0.1542,606851,0.1505,607752,0.1519,613682,0.1138,614584,,,,,,,,,0.1988,607147,0.1847,607454,0.1803,613979,0.1097,614286,,,,,,,,
30,26.3,0.1729,625455,0.1648,632277,,,0.1289,639104,,,,,,,,,0.1563,625753,0.1673,631981,0.1515,632583,0.1215,638808,,,,,,,,,0.2417,626049,0.2352,631685,0.2326,632878,0.1225,638512,,,,,,,,,0.2167,626345,0.2117,631389,0.2056,633173,0.1249,638216,,,,,,,,,0.1541,626641,0.1528,631093,0.1504,633470,0.1272,637920,,,,,,,,,0.1788,626937,0.1776,630797,0.1667,633766,0.1148,637624,,,,,,,,,0.2166,627233,0.2299,630501,0.2166,634062,0.1244,637328,,,,,,,,,0.1742,627529,0.1784,630205,0.1807,634358,0.1105,637032,,,,,,,,,0.1312,627825,0.124,629909,0.1171,634654,0.1246,636736,,,,,,,,,0.149,628121,0.1457,629614,0.1365,634950,0.1135,636440,,,,,,,,,0.1544,628417,0.1513,629318,0.1524,635246,0.1139,636144,,,,,,,,,0.2004,628713,0.1843,629020,0.18,635542,0.1117,635849,,,,,,,,
31,26.4,0.1732,647004,0.1647,653822,,,0.129,660650,,,,,,,,,0.1563,647299,0.1676,653526,0.1517,654130,0.1213,660354,,,,,,,,,0.241,647595,0.2367,653230,0.2321,654425,0.1229,660058,,,,,,,,,0.2169,647891,0.2122,652934,0.2042,654721,0.1249,659763,,,,,,,,,0.1545,648187,0.1529,652638,0.1505,655016,0.1268,659468,,,,,,,,,0.1791,648483,0.1779,652341,0.1671,655312,0.115,659172,,,,,,,,,0.2171,648779,0.2314,652045,0.216,655608,0.1245,658876,,,,,,,,,0.1743,649075,0.1783,651749,0.1854,655904,0.1105,658580,,,,,,,,,0.1312,649371,0.1239,651453,0.1164,656200,0.1241,658284,,,,,,,,,0.149,649667,0.1458,651157,0.1365,656495,0.1134,657988,,,,,,,,,0.1552,649963,0.1517,650861,0.1532,656791,0.1137,657692,,,,,,,,,0.1999,650259,0.1856,650566,0.1807,657087,0.1097,657394,,,,,,,,
32,26.3,0.1737,668566,0.165,675366,,,0.1289,682172,,,,,,,,,0.1569,668861,0.1677,675071,0.1521,675672,0.1215,681877,,,,,,,,,0.2422,669156,0.2369,674776,0.2331,675967,0.1225,681582,,,,,,,,,0.2142,669451,0.2127,674481,0.2047,676262,0.1248,681286,,,,,,,,,0.155,669746,0.1533,674186,0.1509,676557,0.1269,680991,,,,,,,,,0.1793,670041,0.1782,673891,0.1672,676852,0.1152,680696,,,,,,,,,0.2169,670336,0.2323,673596,0.217,677147,0.1245,680401,,,,,,,,,0.1737,670631,0.179,673301,0.182,677442,0.1104,680106,,,,,,,,,0.1315,670926,0.1241,673006,0.1166,677737,0.124,679811,,,,,,,,,0.1494,671221,0.146,672711,0.1368,678032,0.1136,679516,,,,,,,,,0.1556,671517,0.1521,672416,0.1532,678327,0.1138,679221,,,,,,,,,0.2,671812,0.1853,672118,0.1813,678622,0.1097,678926,,,,,,,,
33,26.4,0.1741,690075,0.1653,696900,,,0.1289,703754,,,,,,,,,0.1572,690373,0.1681,696603,0.1521,697208,0.1212,703457,,,,,,,,,0.2417,690668,0.236,696306,0.2328,697506,0.1225,703160,,,,,,,,,0.2156,690963,0.2125,696009,0.2048,697803,0.125,702863,,,,,,,,,0.1551,691259,0.1534,695712,0.151,698100,0.1268,702566,,,,,,,,,0.1795,691554,0.1781,695415,0.1672,698397,0.1148,702269,,,,,,,,,0.216,691849,0.2322,695118,0.2158,698694,0.1246,701972,,,,,,,,,0.175,692146,0.1784,694821,0.1825,698991,0.1103,701675,,,,,,,,,0.1316,692443,0.1242,694524,0.1169,699288,0.124,701378,,,,,,,,,0.1497,692738,0.146,694227,0.1369,699585,0.1135,701081,,,,,,,,,0.1559,693033,0.1526,693930,0.1535,699882,0.1137,700784,,,,,,,,,0.1995,693328,0.1867,693632,0.1822,700179,0.1098,700486,,,,,,,,
34,26.4,0.1743,711661,0.1657,718494,,,0.129,725334,,,,,,,,,0.1575,711959,0.1686,718198,0.1524,718802,0.1214,725038,,,,,,,,,0.2439,712257,0.2367,717902,0.2333,719099,0.1227,724742,,,,,,,,,0.2153,712554,0.2122,717606,0.2042,719396,0.125,724446,,,,,,,,,0.1555,712851,0.1539,717309,0.1513,719693,0.1275,724149,,,,,,,,,0.1796,713147,0.1781,717012,0.168,719991,0.115,723853,,,,,,,,,0.2151,713444,0.2321,716715,0.2183,720287,0.127,723557,,,,,,,,,0.1743,713740,0.1794,716419,0.1903,720583,0.1103,723261,,,,,,,,,0.1318,714036,0.1246,716123,0.1171,720879,0.1248,722965,,,,,,,,,0.1496,714332,0.1466,715827,0.1372,721175,0.1135,722669,,,,,,,,,0.1566,714628,0.153,715531,0.1541,721471,0.1139,722373,,,,,,,,,0.2014,714925,0.1855,715233,0.1818,721768,0.1099,722075,,,,,,,,
35,26.3,0.1748,733242,0.1661,740067,,,0.129,746907,,,,,,,,,0.1577,733539,0.1688,739771,0.1526,740375,0.1213,746611,,,,,,,,,0.2424,733836,0.2365,739475,0.2336,740672,0.1227,746315,,,,,,,,,0.2149,734132,0.2129,739179,0.2043,740971,0.1249,746019,,,,,,,,,0.1555,734428,0.1541,738882,0.1515,741268,0.1266,745723,,,,,,,,,0.1797,734724,0.1787,738586,0.1678,741565,0.1148,745427,,,,,,,,,0.2162,735020,0.2326,738290,0.2182,741861,0.1281,745131,,,,,,,,,0.1744,735316,0.1791,737993,0.1888,742157,0.1099,744835,,,,,,,,,0.1318,735612,0.1244,737697,0.1172,742453,0.1238,744539,,,,,,,,,0.1498,735908,0.1463,737401,0.1372,742749,0.1135,744243,,,,,,,,,0.1567,736204,0.1533,737105,0.1544,743045,0.1138,743947,,,,,,,,,0.2018,736500,0.1872,736807,0.1815,743342,0.1098,743650,,,,,,,,
36,26.3,0.175,754808,0.1664,761635,,,0.1291,768486,,,,,,,,,0.1579,755105,0.1692,761339,0.1531,761944,0.1215,768189,,,,,,,,,0.2434,755401,0.2379,761043,0.2331,762241,0.1225,767892,,,,,,,,,0.2166,755698,0.2111,760747,0.2057,762537,0.125,767594,,,,,,,,,0.156,755994,0.1543,760451,0.1516,762833,0.1265,767297,,,,,,,,,0.1801,756290,0.1785,760155,0.1678,763129,0.1148,767000,,,,,,,,,0.2166,756586,0.2322,759859,0.2158,763425,0.1269,766703,,,,,,,,,0.1761,756882,0.1791,759563,0.181,763721,0.11,766406,,,,,,,,,0.1319,757178,0.1246,759266,0.1171,764017,0.1239,766109,,,,,,,,,0.15,757474,0.1464,758969,0.1375,764314,0.1136,765812,,,,,,,,,0.1571,757771,0.154,758673,0.1547,764611,0.1138,765515,,,,,,,,,0.2019,758068,0.1862,758376,0.1828,764908,0.11,765218,,,,,,,,
37,26.3,0.1752,776411,0.1665,783219,,,0.129,790013,,,,,,,,,0.1582,776708,0.1698,782924,0.1533,783527,0.1213,789718,,,,,,,,,0.2424,777004,0.2348,782629,0.2364,783822,0.1225,789424,,,,,,,,,0.2179,777298,0.2136,782334,0.2068,784116,0.1248,789130,,,,,,,,,0.1561,777596,0.1543,782039,0.1515,784410,0.1263,788836,,,,,,,,,0.18,777893,0.1787,781745,0.1683,784705,0.1148,788542,,,,,,,,,0.214,778190,0.2323,781450,0.2179,784999,0.1248,788248,,,,,,,,,0.1757,778487,0.1785,781155,0.1844,785294,0.1099,787954,,,,,,,,,0.1322,778784,0.1247,780861,0.1172,785588,0.1238,787660,,,,,,,,,0.15,779079,0.1468,780566,0.1377,785882,0.1135,787366,,,,,,,,,0.1575,779376,0.1541,780271,0.1551,786176,0.1138,787071,,,,,,,,,0.2006,779671,0.1866,779976,0.1838,786471,0.1097,786776,,,,,,,,
38,26.3,0.1756,797917,0.1669,804714,,,0.1291,811527,,,,,,,,,0.1584,798212,0.1696,804419,0.1536,805021,0.1215,811232,,,,,,,,,0.2443,798507,0.2385,804124,0.2332,805318,0.1226,810937,,,,,,,,,0.2158,798802,0.2125,803829,0.2054,805613,0.1251,810642,,,,,,,,,0.1563,799097,0.1549,803534,0.1517,805908,0.1263,810347,,,,,,,,,0.1806,799392,0.1789,803239,0.1683,806204,0.1149,810052,,,,,,,,,0.2158,799687,0.2318,802944,0.2164,806499,0.1247,809757,,,,,,,,,0.1741,799982,0.1798,802649,0.1805,806795,0.1098,809462,,,,,,,,,0.1321,800277,0.1251,802354,0.1174,807090,0.1238,809167,,,,,,,,,0.1502,800572,0.1469,802059,0.1377,807385,0.1136,808872,,,,,,,,,0.1582,800867,0.1545,801764,0.1556,807680,0.114,808577,,,,,,,,,0.203,801162,0.1871,801467,0.1823,807975,0.1098,808280,,,,,,,,
39,26.4,0.176,819438,0.1672,826279,,,0.1288,833119,,,,,,,,,0.1588,819735,0.17,825982,0.1537,826587,0.1213,832823,,,,,,,,,0.2446,820032,0.2373,825685,0.2354,826884,0.1227,832527,,,,,,,,,0.2167,820329,0.2126,825388,0.2072,827181,0.125,832231,,,,,,,,,0.1566,820626,0.1549,825090,0.152,827478,0.1263,831935,,,,,,,,,0.1802,820923,0.1791,824794,0.1685,827775,0.115,831639,,,,,,,,,0.2172,821220,0.232,824497,0.2149,828072,0.1244,831343,,,,,,,,,0.1737,821517,0.178,824200,0.1799,828369,0.1097,831047,,,,,,,,,0.1322,821814,0.1251,823903,0.1174,828666,0.1235,830750,,,,,,,,,0.1501,822111,0.1467,823606,0.1378,828963,0.1136,830453,,,,,,,,,0.1581,822408,0.155,823309,0.1557,829259,0.114,830157,,,,,,,,,0.2034,822705,0.1878,823013,0.1828,829555,0.1099,829861,,,,,,,,
40,26.5,0.1768,841034,0.1675,847856,,,0.1289,854687,,,,,,,,,0.1593,841331,0.1703,847560,0.1538,848163,0.1214,854391,,,,,,,,,0.2421,841627,0.2374,847264,0.2333,848460,0.1224,854094,,,,,,,,,0.2168,841923,0.2141,846968,0.2058,848756,0.1249,853798,,,,,,,,,0.1568,842219,0.1551,846672,0.1519,849052,0.1261,853502,,,,,,,,,0.1804,842515,0.1792,846376,0.1684,849348,0.1149,853206,,,,,,,,,0.2139,842811,0.2286,846080,0.2165,849644,0.1244,852910,,,,,,,,,0.1746,843107,0.1783,845784,0.1891,849940,0.1097,852614,,,,,,,,,0.1326,843403,0.125,845488,0.1176,850236,0.1234,852318,,,,,,,,,0.1503,843699,0.1489,845192,0.138,850532,0.1136,852022,,,,,,,,,0.1587,843995,0.1551,844896,0.1562,850828,0.1138,851726,,,,,,,,,0.2013,844291,0.1872,844599,0.1842,851124,0.1097,851430,,,,,,,,
41,26.4,0.1765,862603,0.1678,869421,,,0.1291,876235,,,,,,,,,0.1595,862899,0.1704,869125,0.1541,869728,0.1222,875940,,,,,,,,,0.2423,863195,0.238,868829,0.2319,870025,0.1226,875645,,,,,,,,,0.218,863491,0.2128,868533,0.2065,870320,0.125,875350,,,,,,,,,0.1569,863787,0.1554,868237,0.1521,870615,0.1261,875055,,,,,,,,,0.1803,864084,0.179,867941,0.1686,870910,0.115,874760,,,,,,,,,0.2156,864380,0.2302,867645,0.2126,871206,0.1244,874465,,,,,,,,,0.1755,864676,0.179,867349,0.1813,871501,0.1096,874170,,,,,,,,,0.1324,864972,0.1256,867053,0.1175,871796,0.1235,873875,,,,,,,,,0.1505,865268,0.1496,866757,0.1381,872091,0.1138,873580,,,,,,,,,0.1594,865564,0.1558,866461,0.1564,872386,0.1139,873284,,,,,,,,,0.2009,865860,0.1868,866165,0.1853,872681,0.1099,872987,,,,,,,,
42,26.4,0.1768,884142,0.1678,890942,,,0.129,897752,,,,,,,,,0.1595,884439,0.1707,890647,0.1543,891249,0.1216,897456,,,,,,,,,0.2448,884734,0.2383,890352,0.2334,891546,0.1227,897161,,,,,,,,,0.2198,885029,0.2124,890057,0.2074,891841,0.1249,896866,,,,,,,,,0.1568,885324,0.1557,889762,0.1521,892136,0.1261,896571,,,,,,,,,0.1803,885619,0.1792,889467,0.1688,892431,0.115,896276,,,,,,,,,0.2157,885914,0.2281,889172,0.2144,892727,0.1245,895981,,,,,,,,,0.1761,886209,0.181,888877,0.1814,893022,0.1095,895686,,,,,,,,,0.1327,886504,0.1255,888582,0.1178,893317,0.1233,895391,,,,,,,,,0.1505,886799,0.1475,888287,0.1383,893612,0.114,895096,,,,,,,,,0.1593,887094,0.1558,887992,0.1567,893907,0.114,894801,,,,,,,,,0.204,887389,0.1873,887695,0.1824,894202,0.1098,894506,,,,,,,,
43,26.5,0.177,905672,0.1683,912494,,,0.1291,919323,,,,,,,,,0.1597,905968,0.1709,912198,0.1544,912801,0.1214,919027,,,,,,,,,0.2436,906264,0.2382,911902,0.2336,913097,0.1224,918731,,,,,,,,,0.2176,906560,0.2135,911605,0.2088,913393,0.1249,918435,,,,,,,,,0.1572,906856,0.1556,911309,0.1525,913689,0.1258,918139,,,,,,,,,0.1806,907152,0.179,911013,0.1688,913985,0.1151,917843,,,,,,,,,0.213,907448,0.2311,910717,0.2152,914281,0.1244,917547,,,,,,,,,0.1755,907744,0.179,910421,0.1822,914577,0.1093,917251,,,,,,,,,0.1326,908040,0.1254,910125,0.1178,914873,0.1233,916955,,,,,,,,,0.1506,908336,0.1473,909829,0.1384,915169,0.1138,916659,,,,,,,,,0.1599,908632,0.1561,909533,0.1572,915465,0.1138,916363,,,,,,,,,0.2015,908928,0.1863,909235,0.1825,915761,0.1107,916067,,,,,,,,
44,26.5,0.1774,927232,0.1686,934055,,,0.129,940915,,,,,,,,,0.16,927530,0.1709,933759,0.1546,934361,0.1214,940617,,,,,,,,,0.2429,927826,0.2375,933463,0.2352,934659,0.1227,940318,,,,,,,,,0.216,928122,0.213,933167,0.2043,934955,0.1249,940020,,,,,,,,,0.1573,928418,0.1558,932871,0.1525,935251,0.1256,939722,,,,,,,,,0.1805,928714,0.1793,932575,0.1687,935547,0.1149,939424,,,,,,,,,0.2152,929010,0.2295,932279,0.2147,935843,0.1244,939126,,,,,,,,,0.1742,929306,0.1782,931983,0.1833,936139,0.1093,938828,,,,,,,,,0.1327,929602,0.1253,931687,0.1183,936435,0.1238,938530,,,,,,,,,0.1508,929898,0.1478,931391,0.1384,936733,0.1137,938232,,,,,,,,,0.1599,930194,0.1566,931094,0.1574,937031,0.1139,937936,,,,,,,,,0.2014,930490,0.1879,930797,0.1835,937329,0.1107,937638,,,,,,,,
45,26.4,0.1775,948816,0.1687,955677,,,0.1291,962542,,,,,,,,,0.1604,949115,0.1711,955379,0.1547,955986,0.1216,962245,,,,,,,,,0.2441,949413,0.2335,955081,0.2344,956283,0.1225,961947,,,,,,,,,0.2178,949711,0.2122,954784,0.2069,956580,0.1251,961649,,,,,,,,,0.1577,950009,0.1558,954486,0.1523,956878,0.1257,961351,,,,,,,,,0.1806,950308,0.1793,954189,0.1689,957176,0.1149,961053,,,,,,,,,0.2131,950606,0.2279,953892,0.2162,957474,0.1244,960756,,,,,,,,,0.1749,950904,0.1779,953595,0.1818,957771,0.1093,960459,,,,,,,,,0.1328,951202,0.1255,953297,0.1181,958069,0.1236,960162,,,,,,,,,0.1509,951500,0.1511,952999,0.1387,958366,0.1139,959864,,,,,,,,,0.1602,951798,0.157,952702,0.1577,958663,0.114,959567,,,,,,,,,0.2021,952096,0.1871,952403,0.1832,958961,0.1105,959268,,,,,,,,
46,26.4,0.1782,970458,0.1688,977305,,,0.1289,984163,,,,,,,,,0.1604,970755,0.1716,977008,0.155,977614,0.1215,983866,,,,,,,,,0.241,971052,0.2399,976711,0.2338,977912,0.1226,983569,,,,,,,,,0.2184,971349,0.2132,976414,0.2068,978209,0.125,983272,,,,,,,,,0.1578,971647,0.1562,976116,0.1526,978506,0.1258,982974,,,,,,,,,0.1806,971947,0.1795,975819,0.169,978803,0.1151,982677,,,,,,,,,0.2134,972244,0.2285,975522,0.2166,979101,0.1244,982380,,,,,,,,,0.1749,972541,0.1778,975225,0.183,979398,0.1091,982083,,,,,,,,,0.133,972838,0.1261,974928,0.118,979695,0.1232,981786,,,,,,,,,0.1508,973135,0.1479,974631,0.1389,979992,0.1138,981489,,,,,,,,,0.1607,973432,0.157,974334,0.1578,980289,0.1138,981192,,,,,,,,,0.2019,973729,0.1859,974036,0.1837,980586,0.1104,980894,,,,,,,,
